Id,Locality,House or appartment?,Subtype,Price,Type of sale,Number of rooms,Living area,Fully equipped kitchen,Furnished,Open fire,Terrace,Area of terrace,Garden,Area of garden,Land surface,Number of facades,Swimming pool,State of building
10308193,Schaerbeek,HOUSE,APARTMENT_BLOCK,789000.0,BUY_REGULAR,0.0,800.0,None,None,0,None,None,None,None,0,2,0,TO_BE_DONE_UP
10309801,Neder-over-Heembeek,APARTMENT,GROUND_FLOOR,245000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,None,1,97,None,2,None,GOOD
10306397,Anderlecht,APARTMENT,APARTMENT,155000.0,BUY_REGULAR,1.0,56.0,0,None,0,1,8,None,None,,4,None,GOOD
10305591,WOLUWÉ-SAINT-PIERRE,APARTMENT,APARTMENT,255000.0,BUY_REGULAR,1.0,73.0,0,None,0,None,None,None,None,None,2,None,JUST_RENOVATED
10307331,Auderghem,HOUSE,HOUSE,675000.0,BUY_REGULAR,4.0,160.0,0,None,0,1,15,1,85,0,,None,TO_BE_DONE_UP
10303909,Woluwe-Saint-Pierre,HOUSE_GROUP,HOUSE_GROUP,,BUY_REGULAR,,,None,None,0,None,None,None,None,None,None,None,None
10304744,Berchem-Sainte-Agathe,APARTMENT,APARTMENT,180000.0,BUY_REGULAR,1.0,50.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10303193,Uccle,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,2.0,80.0,None,None,0,None,None,None,None,None,,None,TO_BE_DONE_UP
10310237,Etterbeek,APARTMENT,APARTMENT,170000.0,BUY_REGULAR,1.0,60.0,0,None,0,None,None,None,None,None,,0,TO_RENOVATE
10311589,Ixelles,APARTMENT,FLAT_STUDIO,240000.0,BUY_REGULAR,0.0,40.0,1,None,0,1,None,None,None,None,,None,
10310979,Schaerbeek,HOUSE,APARTMENT_BLOCK,645000.0,BUY_REGULAR,5.0,300.0,1,None,0,None,None,1,70,0,2,0,GOOD
10309223,Jette,APARTMENT,FLAT_STUDIO,119000.0,BUY_REGULAR,0.0,28.0,0,None,0,None,None,None,None,None,2,0,GOOD
10308183,Laeken,HOUSE,APARTMENT_BLOCK,510000.0,BUY_REGULAR,0.0,194.0,None,None,0,None,None,None,None,0,,0,GOOD
10309799,Jette,APARTMENT,GROUND_FLOOR,280000.0,BUY_REGULAR,2.0,80.0,0,None,0,None,None,1,140,None,3,None,TO_BE_DONE_UP
10306389,Woluwe-Saint-Lambert,HOUSE,HOUSE,695000.0,BUY_REGULAR,4.0,228.0,0,None,0,1,2,1,150,220,2,0,GOOD
10305585,Uccle,APARTMENT,DUPLEX,395000.0,BUY_REGULAR,2.0,113.0,None,None,0,1,None,None,None,None,,None,TO_RENOVATE
10307305,Jette,HOUSE,HOUSE,575000.0,BUY_REGULAR,6.0,290.0,0,None,0,1,40,1,60,197,2,0,JUST_RENOVATED
10303905,Molenbeek-Saint-Jean,HOUSE,HOUSE,379000.0,BUY_REGULAR,4.0,250.0,0,None,0,1,None,None,None,100,2,0,TO_BE_DONE_UP
10304730,Bruxelles,APARTMENT,APARTMENT,530000.0,BUY_REGULAR,2.0,140.0,0,None,0,1,12,None,None,None,2,None,AS_NEW
10303129,Laeken (Bruxelles),APARTMENT,APARTMENT,219000.0,BUY_REGULAR,1.0,70.0,0,None,0,1,7,None,None,None,2,0,TO_BE_DONE_UP
10310229,Ixelles,HOUSE,HOUSE,680000.0,BUY_REGULAR,5.0,300.0,0,None,0,None,None,None,None,0,3,None,
10311571,Uccle,APARTMENT,APARTMENT,595000.0,BUY_REGULAR,4.0,192.0,0,None,0,None,None,None,None,None,3,None,AS_NEW
10310974,Ixelles,APARTMENT,DUPLEX,1100000.0,BUY_REGULAR,3.0,165.0,0,None,0,1,26,None,None,None,2,0,AS_NEW
10309216,Jette,HOUSE,HOUSE,620000.0,BUY_REGULAR,6.0,268.0,None,None,0,1,None,None,None,0,2,None,GOOD
10308149,Uccle,APARTMENT,PENTHOUSE,245000.0,BUY_REGULAR,1.0,41.0,0,None,0,1,19,None,None,None,2,0,GOOD
10309798,Evere,APARTMENT,APARTMENT,336000.0,BUY_REGULAR,2.0,120.0,0,None,0,1,3,None,None,None,3,None,TO_RENOVATE
10306388,Woluwe-Saint-Pierre,HOUSE,HOUSE,695000.0,BUY_REGULAR,4.0,228.0,0,None,0,1,2,1,150,220,2,0,GOOD
10305567,Sint-Jans-Molenbeek,APARTMENT,APARTMENT,279000.0,BUY_REGULAR,2.0,86.0,0,None,0,1,17,None,None,None,3,0,GOOD
10305566,Laken,APARTMENT,APARTMENT,674400.0,BUY_REGULAR,3.0,123.0,1,None,0,1,182,None,None,None,4,0,AS_NEW
10303904,Evere,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,2.0,90.0,1,None,0,1,9,None,None,None,2,0,GOOD
10304729,Brussels,APARTMENT,APARTMENT,485000.0,BUY_REGULAR,2.0,,0,None,0,1,None,None,None,None,2,None,JUST_RENOVATED
10300897,Ixelles,APARTMENT,APARTMENT,280000.0,BUY_REGULAR,3.0,160.0,0,None,0,None,None,None,None,None,2,0,GOOD
10310213,Bruxelles  2,APARTMENT,APARTMENT,229000.0,BUY_REGULAR,1.0,105.0,0,None,0,1,4,None,None,None,2,None,
10311570,Uccle,HOUSE,HOUSE,595000.0,BUY_REGULAR,4.0,192.0,0,None,0,None,None,None,None,0,3,None,AS_NEW
10310971,Laeken,APARTMENT,APARTMENT,310000.0,BUY_REGULAR,4.0,150.0,0,None,0,None,None,1,40,None,2,0,TO_BE_DONE_UP
10309215,Uccle,HOUSE,HOUSE,1075000.0,BUY_REGULAR,4.0,230.0,None,None,0,1,None,None,None,0,2,None,AS_NEW
10308148,Jette,APARTMENT,APARTMENT,275000.0,BUY_REGULAR,2.0,95.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10309797,Evere,APARTMENT,APARTMENT,346500.0,BUY_REGULAR,2.0,120.0,0,None,0,1,4,None,None,None,3,None,GOOD
10306387,Etterbeek,APARTMENT,APARTMENT,215000.0,BUY_REGULAR,1.0,52.0,0,None,0,None,None,None,None,None,2,0,TO_BE_DONE_UP
10307265,Brussels City,HOUSE,VILLA,630000.0,BUY_REGULAR,3.0,200.0,0,None,0,1,None,1,None,1000,4,1,JUST_RENOVATED
10307220,Woluwe-Saint-Lambert,APARTMENT,GROUND_FLOOR,425000.0,BUY_REGULAR,2.0,,1,None,1,1,40,1,40,None,2,0,TO_BE_DONE_UP
10303787,Ixelles,APARTMENT,APARTMENT,245000.0,BUY_REGULAR,1.0,101.0,0,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10304713,Anderlecht,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,2.0,73.0,None,None,0,1,8,None,None,None,,0,AS_NEW
10303118,Sint-Agatha-Berchem,HOUSE,HOUSE,379000.0,BUY_REGULAR,3.0,170.0,0,None,0,None,None,1,90,178,,0,AS_NEW
10310203,Ixelles,APARTMENT,TRIPLEX,739000.0,BUY_REGULAR,3.0,145.0,0,None,0,1,17,None,None,None,2,0,AS_NEW
10311537,Etterbeek,HOUSE,HOUSE,720000.0,BUY_REGULAR,4.0,212.0,0,None,0,1,58,1,27,212,3,0,GOOD
10310970,Laeken,APARTMENT,APARTMENT,255000.0,BUY_REGULAR,2.0,,0,None,0,None,None,1,40,None,2,0,TO_BE_DONE_UP
10309214,Uccle,HOUSE,HOUSE,899000.0,BUY_REGULAR,3.0,180.0,None,None,0,1,None,None,None,0,2,None,AS_NEW
10082071,Saint-Gilles,HOUSE,HOUSE,515000.0,BUY_REGULAR,4.0,,None,None,0,None,None,None,None,0,2,None,
10309796,Evere,APARTMENT,APARTMENT,378500.0,BUY_REGULAR,2.0,120.0,0,None,0,1,3,None,None,None,3,None,GOOD
10306384,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,154000.0,BUY_REGULAR,2.0,55.0,0,None,0,None,None,None,None,None,2,0,JUST_RENOVATED
10305500,Jette,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,8,None,None,None,2,0,GOOD
10307171,Bruxelles,APARTMENT,TRIPLEX,495000.0,BUY_REGULAR,3.0,95.0,1,None,0,None,None,None,None,,2,0,GOOD
10303786,Forest,APARTMENT,APARTMENT,275000.0,BUY_REGULAR,2.0,86.0,0,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10304546,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,1.0,,0,None,0,1,6,None,None,None,,0,GOOD
10247495,Koekelberg,HOUSE,APARTMENT_BLOCK,890000.0,BUY_REGULAR,6.0,,None,None,0,None,None,None,None,150,2,None,
10302927,Anderlecht,HOUSE,HOUSE,320000.0,BUY_REGULAR,4.0,145.0,0,None,0,None,None,None,None,0,2,None,
10311504,UCCLE,HOUSE,HOUSE,375000.0,BUY_REGULAR,3.0,161.0,0,None,0,1,22,None,None,0,3,0,
10241486,Laken,HOUSE,VILLA,795000.0,BUY_REGULAR,6.0,275.0,0,None,0,1,None,None,None,775,4,None,GOOD
10308147,Anderlecht,APARTMENT,APARTMENT,198000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,19,None,None,None,2,0,GOOD
10309076,Evere,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,2.0,87.0,0,None,0,1,14,1,None,None,,None,GOOD
10309795,Neder-over-Heembeek,HOUSE,HOUSE,399000.0,BUY_REGULAR,4.0,145.0,0,None,0,1,26,1,263,0,2,None,GOOD
10306381,Auderghem,HOUSE,HOUSE,695000.0,BUY_REGULAR,3.0,,0,None,0,1,20,1,100,184,2,0,TO_RENOVATE
10132926,Woluwe-Saint-Lambert,APARTMENT,GROUND_FLOOR,429000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,10,None,None,None,2,0,AS_NEW
10212075,Jette,HOUSE,MANSION,499000.0,BUY_REGULAR,5.0,251.0,0,None,0,1,13,1,72,157,2,0,GOOD
10303784,Ixelles,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,2.0,94.0,0,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10304544,Brussel,HOUSE,APARTMENT_BLOCK,695000.0,BUY_REGULAR,6.0,,0,None,0,1,None,None,None,110,2,None,
10310191,Bruxelles,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,3.0,112.0,0,None,0,1,22,1,306,None,2,0,AS_NEW
10144301,Bruxelles  2,APARTMENT,APARTMENT,145000.0,BUY_REGULAR,1.0,50.0,0,None,0,1,4,None,None,None,2,None,
10311500,Anderlecht,APARTMENT,APARTMENT,185000.0,BUY_REGULAR,2.0,71.0,None,None,0,None,None,None,None,None,2,None,GOOD
10310967,Ganshoren,APARTMENT,APARTMENT,270000.0,BUY_REGULAR,2.0,93.0,0,None,0,1,None,None,None,None,2,None,AS_NEW
10308143,Forest,APARTMENT,DUPLEX,225000.0,BUY_REGULAR,2.0,80.0,0,None,0,1,None,1,10,None,2,0,TO_RENOVATE
10309072,Schaerbeek,HOUSE,HOUSE,342500.0,BUY_REGULAR,5.0,,0,None,0,None,None,None,None,62,2,0,GOOD
10309794,Neder-over-Heembeek,HOUSE,HOUSE,429000.0,BUY_REGULAR,4.0,185.0,0,None,0,None,None,1,70,163,2,None,GOOD
10305328,Ganshoren,APARTMENT,PENTHOUSE,360000.0,BUY_REGULAR,3.0,115.0,None,None,1,1,42,None,None,None,,0,
10306380,Anderlecht,APARTMENT,APARTMENT,425000.0,BUY_REGULAR,2.0,114.0,0,None,0,1,46,None,None,None,2,0,AS_NEW
10232492,Brussel,HOUSE,HOUSE,499000.0,BUY_REGULAR,5.0,251.0,0,None,0,1,None,1,70,157,2,None,GOOD
10303783,Forest,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,2.0,94.0,0,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10304541,Saint-Josse-ten-Noode,APARTMENT,PENTHOUSE,1850000.0,BUY_REGULAR,4.0,640.0,1,None,1,1,45,None,None,None,3,1,AS_NEW
10310182,Ixelles,APARTMENT,DUPLEX,634000.0,BUY_REGULAR,2.0,116.0,0,None,0,1,9,None,None,None,2,0,AS_NEW
10302915,Jette,APARTMENT,APARTMENT,119000.0,BUY_REGULAR,0.0,35.0,0,None,0,1,5,None,None,None,4,None,
10311499,Forest,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,120.0,None,None,0,None,None,1,180,None,2,None,TO_RENOVATE
10310945,Auderghem,HOUSE,APARTMENT_BLOCK,740000.0,BUY_REGULAR,3.0,215.0,0,None,0,1,19,1,58,198,2,0,GOOD
10308141,Uccle,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,3.0,116.0,1,None,0,1,46,None,None,None,3,0,AS_NEW
10309069,Etterbeek,APARTMENT,APARTMENT,360000.0,BUY_REGULAR,1.0,87.0,0,None,0,None,None,None,None,None,2,0,AS_NEW
10309793,Neder-over-Heembeek,HOUSE,HOUSE,445000.0,BUY_REGULAR,5.0,270.0,0,None,0,1,40,1,134,297,3,None,TO_RENOVATE
10305292,Ganshoren,HOUSE,HOUSE,449000.0,BUY_REGULAR,2.0,184.0,0,None,0,1,25,1,258,359,2,None,
10306376,Schaerbeek,APARTMENT,FLAT_STUDIO,119000.0,BUY_REGULAR,0.0,40.0,0,None,0,1,4,None,None,None,2,0,TO_RENOVATE
10307098,Uccle,APARTMENT,DUPLEX,580000.0,BUY_REGULAR,3.0,,0,None,0,1,46,None,None,None,,None,AS_NEW
10303689,Anderlecht,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,3.0,135.0,0,None,0,1,30,None,None,None,,None,GOOD
10304537,Jette,APARTMENT,APARTMENT,190000.0,BUY_REGULAR,1.0,,0,None,0,None,None,None,None,None,2,0,GOOD
10302909,Bruxelles,APARTMENT,APARTMENT,420000.0,BUY_REGULAR,2.0,125.0,0,None,1,1,3,None,None,None,2,0,GOOD
10311498,Forest,APARTMENT,APARTMENT,213000.0,BUY_REGULAR,2.0,70.0,None,None,0,None,None,None,None,None,2,None,TO_RENOVATE
10310942,Bruxelles,APARTMENT,GROUND_FLOOR,375000.0,BUY_REGULAR,2.0,100.0,0,None,0,1,23,None,None,None,2,None,GOOD
10310941,Brussels City,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,2.0,91.0,0,None,0,1,2,None,None,None,3,None,
10309056,Schaerbeek,HOUSE,APARTMENT_BLOCK,749000.0,BUY_REGULAR,5.0,225.0,0,None,0,1,12,None,None,45,2,0,AS_NEW
10309792,Neder-over-Heembeek,HOUSE,HOUSE,450000.0,BUY_REGULAR,4.0,175.0,0,None,0,1,14,1,180,282,2,None,TO_BE_DONE_UP
10305227,Forest,APARTMENT,APARTMENT,355000.0,BUY_REGULAR,2.0,128.0,0,None,0,1,6,None,None,None,2,None,TO_BE_DONE_UP
10306375,Anderlecht,APARTMENT,APARTMENT,159000.0,BUY_REGULAR,1.0,57.0,0,None,0,None,None,None,None,None,2,0,TO_RENOVATE
10307077,Uccle,APARTMENT,APARTMENT,335000.0,BUY_REGULAR,2.0,80.0,0,None,0,1,5,None,None,None,2,0,GOOD
10303683,Schaerbeek,HOUSE,APARTMENT_BLOCK,250000.0,BUY_REGULAR,3.0,152.0,0,None,0,None,None,None,None,0,,0,GOOD
10304532,Bruxelles,HOUSE,HOUSE,385000.0,BUY_REGULAR,4.0,220.0,None,None,0,1,6,1,40,90,2,0,TO_RENOVATE
10310170,Forest,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,3.0,105.0,0,None,0,1,13,None,None,None,2,0,TO_BE_DONE_UP
10302884,Schaerbeek,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,None,None,None,None,,0,GOOD
10311497,Forest,APARTMENT,APARTMENT,218000.0,BUY_REGULAR,2.0,79.0,None,None,0,1,None,None,None,None,2,None,TO_RENOVATE
10308132,Laken,HOUSE,APARTMENT_BLOCK,900000.0,BUY_REGULAR,0.0,400.0,0,None,0,None,None,None,None,0,2,0,GOOD
10310922,Ixelles,APARTMENT,APARTMENT,220000.0,BUY_REGULAR,1.0,50.0,1,None,0,None,None,None,None,None,,None,AS_NEW
10309053,Schaerbeek,HOUSE,APARTMENT_BLOCK,899000.0,BUY_REGULAR,4.0,285.0,0,None,0,1,6,None,None,85,2,0,GOOD
10309772,Anderlecht,APARTMENT,APARTMENT,160000.0,BUY_REGULAR,2.0,79.0,0,None,0,1,13,None,None,None,2,0,TO_RENOVATE
10305213,Ixelles,APARTMENT,APARTMENT,310000.0,BUY_REGULAR,1.0,,0,None,0,None,None,None,None,None,,0,TO_BE_DONE_UP
10306342,Laeken,APARTMENT,APARTMENT,159000.0,BUY_REGULAR,1.0,60.0,0,None,0,None,None,None,None,,2,0,GOOD
10307053,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,349000.0,BUY_REGULAR,2.0,105.0,0,None,0,None,None,None,None,None,2,None,
10303670,Etterbeek,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,2.0,65.0,0,None,0,None,None,None,None,None,,None,GOOD
10304517,Etterbeek,APARTMENT,APARTMENT,795000.0,BUY_REGULAR,3.0,186.0,0,None,0,1,27,None,None,None,4,None,GOOD
10310168,Uccle,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,1.0,32.0,0,None,0,None,None,None,None,None,,0,AS_NEW
10302872,St-Lambrechts-Woluwe,APARTMENT,APARTMENT,738000.0,BUY_REGULAR,3.0,183.0,0,None,0,1,56,None,None,,2,None,AS_NEW
10311492,Berchem-Sainte-Agathe,HOUSE,TOWN_HOUSE,450000.0,BUY_REGULAR,3.0,160.0,0,None,0,1,25,1,150,336,3,None,GOOD
10308131,Brussels City,HOUSE,APARTMENT_BLOCK,900000.0,BUY_REGULAR,0.0,400.0,0,None,0,None,None,None,None,0,2,0,GOOD
10310892,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,5,None,None,None,2,0,GOOD
10309041,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,260000.0,BUY_REGULAR,2.0,73.0,0,None,0,1,5,None,None,None,2,None,GOOD
10309767,Woluwe-Saint-Pierre,APARTMENT,APARTMENT,435000.0,BUY_REGULAR,3.0,,0,None,0,1,14,None,None,None,3,0,
10088356,Uccle,APARTMENT,GROUND_FLOOR,,LIFE_ANNUITY,2.0,,None,None,0,None,None,None,None,None,None,None,None
10227133,Haren,HOUSE,TOWN_HOUSE,520000.0,BUY_REGULAR,4.0,,0,None,0,None,None,None,None,0,3,0,GOOD
10307026,Evere,APARTMENT,APARTMENT,299000.0,BUY_REGULAR,2.0,85.0,1,None,0,None,None,None,None,None,,None,AS_NEW
10303669,BRUXELLES,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,2.0,95.0,0,None,1,1,8,None,None,None,,None,
10273965,Ixelles,APARTMENT,DUPLEX,162000.0,BUY_REGULAR,1.0,56.0,None,None,0,None,None,None,None,None,2,0,TO_RENOVATE
10310167,Forest,APARTMENT,PENTHOUSE,277000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,15,None,None,,2,0,AS_NEW
10302866,Forest,HOUSE,HOUSE,345000.0,BUY_REGULAR,2.0,,None,None,0,None,None,1,100,156,2,0,
10311488,Anderlecht,APARTMENT,APARTMENT,178000.0,BUY_REGULAR,2.0,77.0,1,None,0,1,16,None,None,None,2,None,TO_BE_DONE_UP
10308117,Ixelles,APARTMENT,APARTMENT,399000.0,BUY_REGULAR,2.0,75.0,0,None,0,1,8,None,None,None,2,None,
10310880,Evere,APARTMENT,APARTMENT,205000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,15,None,None,None,2,None,AS_NEW
10309040,Bruxelles - Haren,HOUSE,HOUSE,295000.0,BUY_REGULAR,3.0,128.0,0,None,0,1,None,None,None,155,4,0,TO_BE_DONE_UP
10309766,Anderlecht,APARTMENT,FLAT_STUDIO,199000.0,BUY_REGULAR,1.0,45.0,0,None,0,1,30,None,None,None,2,0,GOOD
10305209,Auderghem,APARTMENT,APARTMENT,289000.0,BUY_REGULAR,2.0,85.0,0,None,1,None,None,None,None,None,,None,
10306222,Sint-Joost-ten-Node,APARTMENT,APARTMENT,99000.0,BUY_REGULAR,0.0,50.0,None,None,0,None,None,None,None,None,2,0,TO_BE_DONE_UP
10306219,Laken,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,87.0,0,None,0,1,9,None,None,None,2,0,GOOD
10303668,Schaerbeek,APARTMENT,APARTMENT,360000.0,BUY_REGULAR,3.0,125.0,0,None,0,1,6,None,None,None,3,None,GOOD
10304492,Jette,APARTMENT,APARTMENT,195000.0,BUY_REGULAR,1.0,67.0,0,None,0,1,6,None,None,None,2,0,
10310156,Ixelles,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,65.0,0,None,0,None,None,None,None,None,2,None,
10302844,Ganshoren,APARTMENT,APARTMENT,130000.0,PUBLIC_SALE,3.0,,0,None,0,1,None,None,None,None,None,None,None
10302842,Bruxelles ,APARTMENT,FLAT_STUDIO,110000.0,BUY_REGULAR,0.0,,None,None,0,None,None,None,None,None,None,0,None
10302828,Bruxelles,APARTMENT,APARTMENT,265000.0,BUY_REGULAR,3.0,87.0,0,None,0,1,8,None,None,None,4,0,JUST_RENOVATED
10310879,Ixelles,APARTMENT,APARTMENT,355000.0,BUY_REGULAR,2.0,90.0,0,None,0,1,7,None,None,None,4,None,TO_BE_DONE_UP
10308953,Jette,HOUSE,HOUSE,359000.0,BUY_REGULAR,3.0,102.0,0,None,0,1,8,1,126,180,2,None,TO_RENOVATE
10309765,Uccle,HOUSE,HOUSE,649000.0,BUY_REGULAR,5.0,300.0,0,None,0,1,20,1,195,263,2,0,TO_RENOVATE
10305196,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,290000.0,BUY_REGULAR,2.0,80.0,0,None,0,None,None,None,None,None,1,0,
10306999,Woluwe-Saint-Lambert,APARTMENT,APARTMENT,255000.0,BUY_REGULAR,2.0,80.0,0,None,0,1,15,None,None,None,,0,GOOD
10306206,Ixelles,APARTMENT,PENTHOUSE,1950000.0,BUY_REGULAR,3.0,298.0,1,None,0,1,105,None,None,None,2,0,AS_NEW
10210359,Anderlecht,APARTMENT,APARTMENT,135000.0,BUY_REGULAR,2.0,70.0,0,None,0,None,None,None,None,None,,0,
10304486,Bruxelles,APARTMENT,APARTMENT,530000.0,BUY_REGULAR,2.0,,0,None,0,1,12,None,None,None,2,None,GOOD
10310143,Forest,APARTMENT,APARTMENT,300000.0,BUY_REGULAR,3.0,110.0,None,None,0,None,None,None,None,None,,None,
10311487,Anderlecht,APARTMENT,APARTMENT,320000.0,BUY_REGULAR,2.0,102.0,0,None,0,1,6,None,None,None,2,None,GOOD
10308081,Ixelles,APARTMENT,APARTMENT,395000.0,BUY_REGULAR,2.0,105.0,0,None,0,1,6,None,None,,2,0,GOOD
10310811,Bruxelles,APARTMENT,APARTMENT,550000.0,BUY_REGULAR,3.0,170.0,1,None,0,1,16,None,None,None,3,0,GOOD
10308936,Bruxelles,APARTMENT,FLAT_STUDIO,275000.0,BUY_REGULAR,1.0,38.0,0,None,0,1,3,None,None,None,2,0,AS_NEW
10309758,Jette,APARTMENT,APARTMENT,199000.0,BUY_REGULAR,1.0,66.0,None,None,0,1,2,None,None,None,2,None,JUST_RENOVATED
10305194,Ixelles,APARTMENT,APARTMENT,419000.0,BUY_REGULAR,2.0,95.0,None,None,0,1,10,None,None,None,4,None,AS_NEW
10306950,Schaerbeek,HOUSE,MIXED_USE_BUILDING,835000.0,BUY_REGULAR,5.0,476.0,0,None,0,1,None,None,None,247,2,0,TO_RENOVATE
10306201,Saint-Gilles,APARTMENT,APARTMENT,795000.0,BUY_REGULAR,4.0,212.0,0,None,0,1,None,None,None,None,3,0,GOOD
10303655,Laeken,APARTMENT,PENTHOUSE,215000.0,BUY_REGULAR,1.0,65.0,0,None,0,1,130,None,None,None,4,None,
10304485,Bruxelles,APARTMENT,APARTMENT,510000.0,BUY_REGULAR,2.0,167.0,0,None,0,1,9,None,None,None,2,None,GOOD
10310142,Forest,APARTMENT,APARTMENT,295000.0,BUY_REGULAR,2.0,105.0,0,None,0,None,None,None,None,None,2,None,
10311470,Ixelles,APARTMENT,FLAT_STUDIO,154000.0,BUY_REGULAR,0.0,,0,None,0,None,None,None,None,None,1,0,GOOD
10302827,Schaerbeek,HOUSE,HOUSE,355000.0,BUY_REGULAR,3.0,190.0,0,None,0,None,None,None,None,0,2,0,GOOD
10308054,Schaerbeek,HOUSE,APARTMENT_BLOCK,479000.0,BUY_REGULAR,2.0,180.0,None,None,0,None,None,None,None,0,None,None,None
10310702,Nord-Est (Brussel),APARTMENT,APARTMENT,325000.0,BUY_REGULAR,2.0,111.0,0,None,0,1,7,None,None,None,3,0,TO_BE_DONE_UP
10308934,Woluwe-Saint-Lambert,APARTMENT,PENTHOUSE,575000.0,BUY_REGULAR,3.0,150.0,0,None,0,1,30,None,None,None,,0,GOOD
10300334,Berchem-Sainte-Agathe,APARTMENT,APARTMENT,200000.0,BUY_REGULAR,2.0,73.0,0,None,0,1,8,None,None,None,2,None,JUST_RENOVATED
10305193,Ixelles,APARTMENT,APARTMENT,424000.0,BUY_REGULAR,2.0,95.0,None,None,0,1,10,None,None,None,4,None,AS_NEW
10306949,Bruxelles,HOUSE,APARTMENT_BLOCK,750000.0,BUY_REGULAR,13.0,478.0,0,None,0,None,None,None,None,0,2,0,TO_RENOVATE
10306200,Ixelles,APARTMENT,APARTMENT,795000.0,BUY_REGULAR,4.0,212.0,0,None,0,1,None,None,None,None,3,0,GOOD
10303643,Schaerbeek,APARTMENT,DUPLEX,250000.0,BUY_REGULAR,3.0,152.0,0,None,0,1,2,None,None,None,,0,GOOD
10304484,Woluwe-Saint-Pierre,HOUSE,OTHER_PROPERTY,480000.0,BUY_REGULAR,3.0,160.0,0,None,1,1,24,None,None,0,3,0,AS_NEW
10310128,Koekelberg,APARTMENT,APARTMENT,279000.0,BUY_REGULAR,2.0,99.0,0,None,0,1,None,None,None,None,,None,
10311801,Walcourt,HOUSE,VILLA,205000.0,BUY_REGULAR,3.0,170.0,0,None,0,1,17,1,243,243,1,None,GOOD
10276370,WOLUWE-SAINT-LAMBERT,APARTMENT,DUPLEX,156000.0,BUY_REGULAR,1.0,50.0,None,None,0,1,4,None,None,None,,None,
10308053,WOLUWÉ-SAINT-LAMBERT,APARTMENT,APARTMENT,149000.0,BUY_REGULAR,1.0,55.0,0,None,0,None,None,None,None,None,2,None,
10228305,St-Gilles,HOUSE,PAVILION,295000.0,BUY_REGULAR,4.0,120.0,0,None,0,1,90,1,None,99,2,None,TO_RENOVATE
10308908,Molenbeek-Saint-Jean,HOUSE,MIXED_USE_BUILDING,299000.0,BUY_REGULAR,4.0,,0,None,0,None,None,None,None,70,2,0,TO_RENOVATE
10309729,WOLUWE-SAINT-LAMBERT,APARTMENT,APARTMENT,390000.0,BUY_REGULAR,2.0,95.0,0,None,0,1,8,None,None,None,,0,AS_NEW
10305192,Ixelles,APARTMENT,APARTMENT,429000.0,BUY_REGULAR,2.0,95.0,None,None,0,1,10,None,None,None,4,None,AS_NEW
10305182,Uccle,APARTMENT,APARTMENT,250000.0,BUY_REGULAR,2.0,92.0,0,None,0,1,4,None,None,None,2,None,TO_BE_DONE_UP
10306057,Ixelles,APARTMENT,APARTMENT,360000.0,BUY_REGULAR,2.0,,0,None,0,1,18,None,None,None,2,0,
10303603,ANDERLECHT,APARTMENT,APARTMENT,145000.0,BUY_REGULAR,2.0,78.0,0,None,0,None,None,None,None,None,,0,GOOD
10304477,Molenbeek-Saint-Jean,APARTMENT,APARTMENT,175000.0,BUY_REGULAR,1.0,,None,None,0,1,5,None,None,None,,0,GOOD
